,date,close,change,rsi,up,down,ma_fast,ma_slow,ema_slow,ema_fast,macd,ma_macd
0,2016-07-12,0.165,0.165,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
1,2016-07-15,0.24,0.075,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
2,2016-07-18,0.237,-0.003,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
3,2016-07-20,0.2739,0.0369,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
4,2016-07-21,0.269,-0.0049,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
5,2016-07-25,0.293,0.024,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
6,2016-07-26,0.293,0.0,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
7,2016-07-27,0.293,0.0,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
8,2016-07-28,0.3207,0.0277,97.6523031203566,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,0.0
9,2016-07-29,0.3,-0.0207,97.88021663298889,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,-0.03390865411583582
10,2016-08-02,0.368,0.068,90.38623105957993,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,-0.03390865411583582
11,2016-08-03,0.387,0.019,92.5326517680471,0.0,0.0,0.0,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,-0.03390865411583582
12,2016-08-04,0.381,-0.006,93.02960465292402,0.0,0.0,0.29389230769230773,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,-0.03390865411583582
13,2016-08-05,0.3814,0.0004,90.84761867304061,0.0,0.0,0.31053846153846154,0.0,0.32976793174988017,0.29585927763404435,-0.03390865411583582,-0.03390865411583582
14,2016-08-08,0.347,-0.0344,90.86394506319641,0.0,0.0,0.31876923076923075,0.0,0.32976793174988017,0.3054712491020325,-0.02429668264784768,-0.03294745696903701
15,2016-08-09,0.367,0.02,77.30956411948792,0.0,0.0,0.32876923076923076,0.0,0.32976793174988017,0.3172019080647169,-0.012566023685163297,-0.030813193925969762
16,2016-08-15,0.366,-0.001,79.35577411127555,0.0,0.0,0.33585384615384617,0.0,0.32976793174988017,0.3250600899651411,-0.004707841784739097,-0.027893112692860086
17,2016-08-16,0.344,-0.022,78.94894162393493,0.0,0.0,0.3416230769230769,0.0,0.32976793174988017,0.3332666869572944,0.003498755207414217,-0.024152371760535085
18,2016-08-18,0.3476,0.0036,69.9344197465293,0.0,0.0,0.34582307692307696,0.0,0.32976793174988017,0.33919372177346213,0.00942579002358196,-0.019818927346593303
19,2016-08-19,0.3517,0.0041,70.56300136860631,0.0,0.0,0.35033846153846154,0.0,0.32976793174988017,0.34581813948276013,0.016050207732879962,-0.014823041161721727
20,2016-08-23,0.3903,0.0386,71.34282915404884,0.0,0.0,0.3578230769230769,0.0,0.32976793174988017,0.35473452963519103,0.02496659788531086,-0.008935515961607054
21,2016-08-24,0.3511,-0.0392,77.69933426481444,0.0,0.0,0.3601615384615384,0.0,0.32976793174988017,0.3590439526706103,0.029276020920730117,-0.002617048457950459
22,2016-08-25,0.3511,0.0,61.7916900054682,0.0,0.0,0.3640923076923076,0.0,0.32976793174988017,0.36644718633551054,0.03667925458563037,0.004441742412196159
23,2016-08-26,0.33,-0.0211,61.7916900054682,0.0,0.0,0.3611692307692308,0.0,0.32976793174988017,0.36462263480670093,0.03485470305682076,0.011318078129461817
24,2016-08-29,0.3478,0.0178,54.01674594719266,0.0,0.0,0.35815384615384616,0.0,0.32976793174988017,0.3609349894500519,0.031167057700171752,0.01686445216426376
25,2016-08-30,0.358,0.0102,58.99148940744769,0.0,0.0,0.3563846153846154,0.0,0.32976793174988017,0.35816860267789336,0.028400670928013183,0.020961121625581405
26,2016-08-31,0.3864,0.0284,61.704729619923086,0.0,0.0,0.3567692307692308,0.0,0.32976793174988017,0.3563720167184096,0.02660408496852945,0.02409231430090826
27,2016-09-01,0.3837,-0.0027,68.36500434213136,0.0,0.0,0.3595923076923077,0.0,0.32976793174988017,0.3588182863552341,0.029050354605353934,0.026647474240702233
28,2016-09-02,0.3864,0.0027,67.097095315216,0.0,0.0,0.3610846153846154,0.0,0.32976793174988017,0.3589698504975951,0.02920191874771494,0.02862508711311553
29,2016-09-06,0.388,0.0016,67.78001792229279,0.0,0.0,0.3627769230769231,0.33327000000000007,0.32976793174988017,0.3593370948300095,0.0295691630801293,0.029976982647840468
30,2016-09-07,0.39,0.002,68.22664848992252,0.0,0.0,0.3663153846153847,0.3407700000000001,0.32976793174988017,0.36271526268199217,0.032947330932111996,0.030775055952520582
31,2016-09-08,0.375,-0.015,68.84362973828969,0.0,0.0,0.368423076923077,0.34527000000000013,0.3355288751446234,0.36524713487889887,0.0297182597342755,0.030819279833875123
32,2016-09-09,0.385,0.01,59.02020617606814,0.0,0.0,0.3709846153846154,0.3502033333333334,0.34184866771052824,0.36790506394128564,0.026056396230757395,0.029756993998387826
33,2016-09-12,0.41,0.025,63.03856422385421,0.0,0.0,0.37250000000000005,0.35474000000000006,0.3468653790376173,0.3668347804917593,0.019969401454142,0.02826846383811995
